상품명,3차 카테고리.1,식품유형,용도,추가방향,중량 수치,묶음수량,총중량,10g당 가격,Unnamed: 13,중량 수치.1,중량 단위,수량,수량 단위,가격,평점,리뷰 수,Unnamed: 21,Unnamed: 22,상품명.1
양반 들깨닭죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",24000,5,1,,,빅마마 이혜정의 사태듬뿍 맑은국 800g 3팩
양반 밤단팥죽 420g x 5개 + 양반 버섯야채죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,5,1,,,빅마마 이혜정의 사태듬뿍 맑은국 800g 1팩
양반 단호박죽 420g x 5개 + 버섯 야채죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",24000,5,1,,,이프웰 맛있는 순대 국밥 600g 4팩 총 2.4kg
동원 양반 전복죽 287g x 10개 + 단호박죽 285g x 10개,죽/스프,,,,,,,,,"287, 285","g, g","10, 10","개, 개",38600,2,1,,,삼삼한 맛있는 햇살 랍스타볼(10g100개)총1kg
양반 대구곤이 지리탕 700g,한식,,,,,,,,,700,g,,,15900,5,1,,,오뚜기 의정부식 부대찌개 500g X 3개
[동원] 동원 쯔유 500g,간장/고추장/된장/쌈장,,,,,,,,,500,g,,,5980,5,1,,,비비고 설렁탕 500g x9개+한우사골곰탕 500g x9개
동원 하루미 소갈비양념 500g,고기/찌개양념,,,,,,,,,500,g,,,3980,5,1,,,(냉동)비비고 뼈없는 갈비탕 700g x3개
[2+2] 동원 참치액 순 500g,고춧가루/액젓,,,,,,,,,500,g,,,15960,5,1,,,[담짜] 대구식 매운 곱창볶음 밀키트(2인분/620g)
★시식코너특가★동원홈푸드 비비드키친 저칼로리 데리야끼소스 285g x 2개,기타양념,,,,,,,,,285,g,2,개,6900,5,1,,,동원 떡볶이의신 매콤달콤 컵떡볶이 160g
동원홈푸드 비비드키친 저당 잡채양념 240g,기타양념,,,,,,,,,240,g,,,5280,5,1,,,동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인)
동원 하루미 불닭로제맛 떡볶이양념 130g,기타양념,,,,,,,,,130,g,,,1980,5,1,,,동원 양반 떡국떡 700g / 실온
[2% 적립금] 동원 참치액 진 2kgx6개 ( 1box),동원참치액,,,,,,,,,2,kg,6,개,69900,5,1,,,동원 양반 떡국떡 700gx2개 / 실온
동원 참치액 진 2kg,동원참치액,,,,,,,,,2,kg,,,18900,5,1,,,[떡국레시피] 떡국떡 320g x 2개 + 진국 사골곰탕 500g x 3개
[1+1]동원 참치다시 300g,분말/액상조미료,,,,,,,,,300,g,,,8980,5,1,,,비비고 쌀 떡볶이 x2개+김말이 x1개+오징어튀김 x1개+슈크림 붕어빵 x1개+단팥 붕어빵 x1개
동원 참치다시 1kg,분말/액상조미료,,,,,,,,,1,kg,,,15980,5,1,,,CJ 미정당 어묵 떡볶이 346g x2개
[1+1]동원 참치다시 1kg,분말/액상조미료,,,,,,,,,1,kg,,,19980,5,1,,,CJ 즐거운동행 미정당 방앗간 가래떡 떡볶이 2인분(400g) x4개
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 매콤참기름 135g x 6캔,참치/연어통조림,,,,,,,,,"130, 135","g, g","24, 6","개, 캔",34900,0,0,,,[플라하반] 퀵 오트밀 드럼 500g
동원참치 살코기 라이트스탠다드 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,,,,,,,,,"150, 130","g, g","10, 12","캔, 개",33900,0,0,,,[곡물이야기] 현미 누룽지 (230gx3팩)
동원참치 살코기 라이트스탠다드 90gx3캔,참치/연어통조림,,,,,,,,,90,g,3,캔,5400,0,0,,,오리온 에너지바 저당 1P (50g) x 48개
동원 고추참치 90g x 3캔,참치/연어통조림,,,,,,,,,90,g,3,캔,5400,0,0,,,오리온 에너지바 저당 1P (50g) x 12개 + 에너지바 1P (40g) 15개
[4%적립금] 동원참치 루피는 참치마요 100g x 60개(1박스),참치/연어통조림,,,,,,,,,100,g,60,개,102000,0,0,,,[영월농협] 동강마루 제대로 만든 구운쌀 그래놀라 270gx3통
[고소비빔면] 동원참치 맛참 고소참기름 135gx2개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,,,,,,,,,"135, 548, 137","g, g, g","2, , 4","개, , ",8900,0,0,,,[영월농협] 동강마루 제대로 만든 구운쌀 그래놀라 70gx8봉
[맛참비빔면] 동원참치 맛참 135g 2종(고소/매콤) 각 1개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,,,,,,,,,"135, 548, 137","g, g, g","2, , 4",", , ",8900,0,0,,,[영월농협] 동강마루 제대로 만든 구운쌀 그래놀라 70gx3봉
[고소비빔면] 동원참치 맛참 고소참기름 90gx4개 + 농심 배홍동 비빔면 548g(137gx4입),참치/연어통조림,,,,,,,,,"90, 548, 137","g, g, g","4, , 4","개, , ",10900,0,0,,,켈로그 프로틴 그래놀라 제로슈거 350g 2개
[동원] 양반 100밥 현미밥 130g x 24개 + 동원맛참 고소참기름 135g x 6캔,참치/연어통조림,,,,,,,,,"130, 135","g, g","24, 6","개, 캔",34900,0,0,,,"열무비빔밥재료(381g, 2인분)"
동원참치 DHA 150g x 10캔 + 양반 100밥 현미밥 130g x 12개,참치/연어통조림,,,,,,,,,"150, 130","g, g","10, 12","캔, 개",33900,0,0,,,양반 깍둑순살 갈비탕 700g
[동원] 동원 참치뱃살 깊은간장맛 135gx3캔,참치/연어통조림,,,,,,,,,135,g,3,캔,9900,0,0,,,얼큰 뼈해장국 900g×4팩
[2%적립금] 동원 살코기 참치 라이트스탠다드 3kg,참치/연어통조림,,,,,,,,,3,kg,,,28000,0,0,,,[강창구찹쌀진순대] 진 찹쌀순대 1kg
[2%적립금] 동원 고추참치(덕용) 1880g,참치/연어통조림,,,,,,,,,1880,g,,,24000,0,0,,,[강창구찹쌀진순대] 찰 순대 1kg
동원참치 살코기 라이트스탠다드 90gx20캔,참치/연어통조림,,,,,,,,,90,g,20,캔,32000,0,0,,,Fresh 30년 전통 엄마손 수제 전 반죽세트 (깻잎전 250g + 해물파전 반죽 500g)
동원참치 살코기 라이트스탠다드 90gx10캔,참치/연어통조림,,,,,,,,,90,g,10,캔,16500,0,0,,,Fresh 30년 전통 엄마손 수제 전 반죽세트 (소고기 육전 250g + 해물파전 반죽 500g)
[4%적립금] 동원참치 뽀로로 키즈 100g x 60개(1박스),참치/연어통조림,,,,,,,,,100,g,60,개,102000,0,0,,,Fresh 30년 전통 엄마손 수제 전 세트 (동그랑땡 250g + 깻잎전 250g + 소고기 육전 250g)
동원 마일드참치 150gx20캔,참치/연어통조림,,,,,,,,,150,g,20,캔,50000,0,0,,,Fresh 30년 전통 엄마손 수제 전 세트 (동그랑땡 250g + 새우전 250g)
동원참치 스프레드 체다치즈 100gx10캔,참치/연어통조림,,,,,,,,,100,g,10,캔,20000,0,0,,,Fresh 30년 전통 엄마손 수제 해물파전 반죽 500g
동원참치 튜나페 갈릭마요 129g(스프레드 100g+아이비 29g) x 5개,참치/연어통조림,,,,,,,,,"129, 100, 29","g, g, g",", , ",", , ",16400,0,0,,,Fresh 30년 전통 엄마손 수제 고기녹두 반죽 500g
동원 을지로 골뱅이 & 구운아귀채 300g x 10캔 / 참치액소스,골뱅이/수산통조림,,,,,,,,,300,g,10,캔,62800,0,0,,,시원한 메밀소바 메밀국수 냉모밀 소바 5인분
동원 화끈한 골뱅이 400gx2캔,골뱅이/수산통조림,,,,,,,,,400,g,2,캔,18200,0,0,,,메밀 물 막국수 2개 (4인)
동원 자연산골뱅이 매실청 140gx2캔,골뱅이/수산통조림,,,,,,,,,140,g,2,캔,7400,0,0,,,[명가] 순메밀 냉면 6인분/메밀면500gx2팩+냉면육수x6팩
동원 화끈한 골뱅이 400gx5캔,골뱅이/수산통조림,,,,,,,,,400,g,5,캔,43900,0,0,,,[더반찬쿨밴드] 메밀 비빔막국수 1개 (2인)
동원 화끈한 골뱅이 400g x 10캔,골뱅이/수산통조림,,,,,,,,,400,g,10,캔,84800,0,0,,,[더반찬쿨밴드] 메밀 물 막국수 1개 (2인)
동원 자연산골뱅이탕(얼큰한국물) 300g x 2캔,골뱅이/수산통조림,,,,,,,,,300,g,2,캔,9600,0,0,,,강릉 엄지네 꼬막무침 333g 1개 꼬막 무침 가정식 반찬
동원 리챔 프로틴 200g x 6캔,햄/닭가슴살,,,,,,,,,200,g,6,캔,17400,0,0,,,[부산어묵]밀가루 없는 어묵 전골 400g×4봉
동원 리챔 더블라이트 120g x 9캔,햄/닭가슴살,,,,,,,,,120,g,9,캔,19800,0,0,,,[강창구찹쌀진순대] 직화구이 매콤 양념 곱창 200g×6팩
동원 리챔 순살꼬꼬 200g x 8개 / 닭가슴살햄,햄/닭가슴살,,,,,,,,,200,g,8,개,22400,0,0,,,하림 삼계탕 800g 5봉
동원 마이플랜트 오리지널 200g,햄/닭가슴살,,,,,,,,,200,g,,,4280,0,0,,,하회당 정통 안동찜닭 (밀키트) 600g (2-3인분)
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,햄/닭가슴살,,,,,,,,,120,g,6,캔,43200,0,0,,,[더반찬] 한돈 제육볶음 (400g)
동원 리챔 프로틴 200g x 9캔,햄/닭가슴살,,,,,,,,,200,g,9,캔,25600,0,0,,,사조대림 가마솥 직화방식으로 만든 야채 볶음밥 180g x 10개
동원 미니파인코코 227g,과일/옥수수/팥,,,,,,,,,227,g,,,2000,0,0,,,[간편렌지2분] 영광 찜보리굴비 4팩(1팩당 150g)
[4%적립금] 동원 양반 캔볶음김치 160g x 96캔,반찬/기타통조림,,,,,,,,,160,g,96,캔,153000,0,0,,,[더반찬쿨밴드] 쫀득치킨텐더
동원 양반 캔갓김치 160g x 48캔,반찬/기타통조림,,,,,,,,,160,g,48,캔,83000,0,0,,,더반찬 무청시래기된장지짐 (120g)
동원 양반 캔갓김치 160g x 20캔,반찬/기타통조림,,,,,,,,,160,g,20,캔,36600,0,0,,,[단짠예찬] 맛있게 볶은 볶음김치 1kg(1팩)
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,,,,,,,,,130,g,4,개,10200,0,0,,,반찬단지 백명란젓 500g 젓갈 밑반찬 반찬
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,,,,,,,,,130,g,4,개,9900,0,0,,,반찬단지 땅콩조림 1Kg 밑반찬 반찬
[떡라면] 동원 양반 떡국떡 320g + 농심 신라면 (120g x 5개입),봉지라면,,,,,,,,,"320, 120","g, g",", 5",", 개",7900,0,0,,,반찬단지 고추무침 1Kg 밑반찬 반찬
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 얼큰한 너구리 5개입,봉지라면,,,,,,,,,130,g,4,개,10200,0,0,,,흑임자연근무침(100g)
[라밥세트] 동원 양반 흑미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,,,,,,,,,130,g,4,개,10100,0,0,,,부추오이무침(100g)
[라밥세트] 동원 양반 오미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,,,,,,,,,130,g,4,개,10100,0,0,,,쪽파김무침(100g)
[라밥세트] 동원 양반 현미밥 130g x 4개 + 농심 신라면 5개입,봉지라면,,,,,,,,,130,g,4,개,9800,0,0,,,[밥도둑푸드] 전라도 수제 만능양념파장 600g(300g X2통)
비비드그린 비건 카레 180g,카레,,,,,,,,,180,g,,,3600,0,0,,,강경 맛깔젓 새우젓(추젓)1kg
비비드그린 비건 짜장 + 비건 카레,카레,,,,,,,,,,,,,6900,0,0,,,[연안식당] 부추꼬막장 150g
비비드그린 비건 카레 180g x 2개입,카레,,,,,,,,,180,g,2,개,6900,0,0,,,강경 맛깔젓 새우젓 500g
[짜장떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 짜장 180g,짜장,,,,,,,,,"320, 180","g, g",", ",", ",6500,0,0,,,[밥도둑푸드] 가정식 완도 수제 전복장 실속형 1kg 9-10미
비비드그린 비건 짜장 + 비건 카레,짜장,,,,,,,,,,,,,6900,0,0,,,2대 비법으로 만든 돌게장(간장게장) 2kg
비비드그린 비건 짜장 180g x 2개,짜장,,,,,,,,,180,g,2,개,6900,0,0,,,더반찬 북창동순두부찌개
[4%적립금] 동원 양반 진국 사골곰탕 500g x 20개입 x 5박스,국/탕/찌개,,,,,,,,,500,g,20,개,109000,0,0,,,테라오카 계란간장 150ml
[4%적립금] 동원 양반 수라 한우 사골곰탕 460g x 20개입 x 5박스,국/탕/찌개,,,,,,,,,460,g,20,개,129000,0,0,,,"삼화 맑은 국간장 1.8L, 3개"
[4%적립금] 동원 양반 보양 삼계탕 900g x 15개입 x 3박스,국/탕/찌개,,,,,,,,,900,g,15,개,339000,0,0,,,[영월농협] 동강마루 영월콩된장 250g/1병
[카레떡세트] 동원 양반 떡볶이떡 320g + 비비드그린 비건 카레 180g,떡볶이/떡류,,,,,,,,,"320, 180","g, g",", ",", ",6500,0,0,,,[영월농협] 동강마루 조선간장 900ml(1병)
동원 양반 떡국떡 700gx5개 / 실온,떡볶이/떡류,,,,,,,,,700,g,5,개,27400,0,0,,,동원 하루미 소갈비양념 500g
[4% 적립금] 동원 양반 떡볶이떡 320g x 12개(1박스) / 실온,떡볶이/떡류,,,,,,,,,320,g,12,개,33000,0,0,,,(새한) 오뎅국물믹스 500g
양반 1등비법 듬뿍 밤단팥죽 285g,죽/스프,,,,,,,,,285,g,,,3500,0,0,,,다담 순두부찌개 양념 140g x2개
[4%적립금] 동원 양반 참치죽 287g x 24개입 x 3박스,죽/스프,,,,,,,,,287,g,24,개,102300,0,0,,,다담 안동찜닭 양념 220g x16개
양반 단호박죽 420g x 5개 + 백합죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,0,0,,,다담 안동찜닭 양념 220g x10개
동원 양반 밤단팥죽 285g x 12개 + 야채죽 287g x 12개,죽/스프,,,,,,,,,"285, 287","g, g","12, 12","개, 개",37900,0,0,,,다담 강된장찌개 양념 130g x2개
동원 양반 밤단팥죽 285g x 12개 + 영양닭죽 285g x 12개,죽/스프,,,,,,,,,"285, 285","g, g","12, 12","개, 개",40900,0,0,,,다담 바지락순두부 찌개 양념 130g x20개
동원 양반 전복죽 287g x 12개 + 밤단팥죽 285g x 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",43900,0,0,,,다담 바지락순두부 찌개 양념 130g x5개
[4%적립금] 동원 양반 백합죽 420g x 20개입 x 3박스,죽/스프,,,,,,,,,420,g,20,개,123800,0,0,,,다담 고깃집 된장찌개 양념 130g x20개
[4%적립금] 동원 양반 참치죽 420g x 20개입 x 3박스,죽/스프,,,,,,,,,420,g,20,개,130000,0,0,,,다담 고깃집 된장찌개 양념 130g x5개
[4%적립금] 동원 양반 전통잣죽 285g x 24개입 x 3박스,죽/스프,,,,,,,,,285,g,24,개,134400,0,0,,,다담 사골 부대찌개 양념 130g x20개
양반 백합죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",24000,0,0,,,다담 사골 부대찌개 양념 130g x5개
양반 들깨닭죽 420g x 5개 + 양반 버섯 야채죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",25000,0,0,,,백설 소불고기양념 840g x4개
양반 밤단팥죽 420g x 5개 + 양반 참치죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",24000,0,0,,,백설 소불고기양념 840g x2개
양반 단호박죽 420g x 5개 + 참치죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",24000,0,0,,,백설 돼지갈비양념 840g x4개
양반 쇠고기죽 420g x 5개 + 들깨닭죽 420g x 5개,죽/스프,,,,,,,,,"420, 420","g, g","5, 5","개, 개",26000,0,0,,,백설 매운 갈비양념 490g x4개
동원 양반 전복죽 287g x 10개 + 참치죽 285g x 10개,죽/스프,,,,,,,,,"287, 285","g, g","10, 10","개, 개",38600,0,0,,,백설 바로먹는 갈비양념 490g x4개
동원 양반 쇠고기죽 287g 12개 + 전통잣죽 285g 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",45900,0,0,,,백설 바로먹는 갈비양념 490g x2개
동원 양반 전복죽 287g x 12개 + 참치죽 285g x 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",43900,0,0,,,백설 소불고기양념 500g x4개
동원 양반 전복죽 287g x 12개 + 야채죽 287g x 12개,죽/스프,,,,,,,,,"287, 287","g, g","12, 12","개, 개",43900,0,0,,,백설 소갈비양념 500g x4개
동원 양반 전복죽 287g x 12개 + 단호박죽 285g x 12개,죽/스프,,,,,,,,,"287, 285","g, g","12, 12","개, 개",43900,0,0,,,백설 매콤한 돼지불고기양념 500g x4개
[무적세트] 동원 리챔 DL 120g 6캔+양반죽 야채/전복 각6캔+아이스티 제로 복숭아 6병,죽/스프,,,,,,,,,120,g,6,캔,43200,0,0,,,백설 매콤한 돼지불고기양념 500g x2개
양반 깍둑순살 갈비탕 700g,한식,,,,,,,,,700,g,,,15900,0,0,,,동원 요리 올리고당 700ml
[10%적립] 양반 깍둑순살 갈비탕 700g + 차돌박이 육개장 700g + 대구곤이 지리탕 700g,한식,,,,,,,,,"700, 700, 700","g, g, g",", , ",", , ",38900,0,0,,,CJ이츠웰 인델리커리 1kg 12개 (2종 택1) / 데미 파니르 / 대용량 카레가루
양반 차돌박이 육개장 700g,한식,,,,,,,,,700,g,,,15900,0,0,,,CJ이츠웰 인델리커리 1kg 1개 (2종 택1) / 데미 파니르 / 인도풍 정통커리
비비드그린 비건 짜장 180g x 2개,메인요리,,,,,,,,,180,g,2,개,6900,0,0,,,[농협] 우리밀 참백밀가루 1kgx5봉
비비드그린 비건 짜장 180g x 2개,밑반찬,,,,,,,,,180,g,2,개,6900,0,0,,,식자재 아울렛 미담채 감자시즈닝 직화불고기 500g
[동원산업] 수산명가 동원 냉장 낙지젓갈 180g,젓갈,,,,,,,,,180,g,,,13900,0,0,,,구운아몬드 400g
[냉동] 동원 MSC 짜먹는 간편명란 300g(30g x 10ea),젓갈,,,,,,,,,"300, 30","g, g",", 10",", ",12900,0,0,,,[그린너트] 오색매일채움견과 20g 25입 2세트
[2% 적립금] 동원 쯔유 2kgx6개 ( 1box),간장/고추장/된장/쌈장,,,,,,,,,2,kg,6,개,69900,0,0,,,[그린너트] 에브리데이넛츠 25g 30봉입
동원 쯔유 2kgx3개,간장/고추장/된장/쌈장,,,,,,,,,2,kg,3,개,49900,0,0,,,JW중외제약 포에버 저분자 먹는 어류 피쉬 콜라겐 트리펩타이드 6통 (300포)
동원 쯔유 2kg,간장/고추장/된장/쌈장,,,,,,,,,2,kg,,,18900,0,0,,,JW중외제약 포에버 저분자 먹는 어류 피쉬 콜라겐 트리펩타이드 2통 (100포)
[2% 적립금] 동원 쯔유 500gx16개 (1box),간장/고추장/된장/쌈장,,,,,,,,,500,g,16,개,48000,0,0,,,JW중외제약 포에버 저분자 먹는 어류 피쉬 콜라겐 트리펩타이드 1통 (50포)
동원홈푸드 비비드키친 저당 볶음고추장 300g x 4개,간장/고추장/된장/쌈장,,,,,,,,,300,g,4,개,24000,0,0,,,비비아나 한비나 그린캔 노니파우더2개/노니가루/염증
[4% 적립금] 동원 하루미 소불고기양념 500g15개 (1박스),고기/찌개양념,,,,,,,,,500,g,15,개,45000,0,0,,,먹거리 맛있는거 구운참진미 오징어 40g
[4% 적립금]동원 하루미 소갈비양념 500gx15개 (1박스),고기/찌개양념,,,,,,,,,500,g,15,개,45000,0,0,,,먹거리 맛있는거 아귀살로만 구이 40g 10입
[4% 적립금] 동원 하루미 돼지갈비양념 500gx15개 (1박스),고기/찌개양념,,,,,,,,,500,g,15,개,45000,0,0,,,추석 명절 설 설날선물 견과류 선물세트 솔직담백2호
동원 하루미 돼지갈비양념 500g,고기/찌개양념,,,,,,,,,500,g,,,3980,0,0,,,추석 명절 설 설날선물 견과류 선물세트 솔직담백1호
동원 프리미엄 동원참치액 500g,고춧가루/액젓,,,,,,,,,500,g,,,11480,0,0,,,[산과들에] 하루견과 모닝너츠블랙에디션 60봉 선물세트
동원 프리미엄 동원참치액 500gx3개,고춧가루/액젓,,,,,,,,,500,g,3,개,34440,0,0,,,[산과들에] 하루견과 브런치오리지널 20입 선물세트
동원 프리미엄 동원참치액 900g,고춧가루/액젓,,,,,,,,,900,g,,,17980,0,0,,,[그린너트] 오색매일채움견과 20g 25입 4세트
동원 참치액 진 900gx3개,고춧가루/액젓,,,,,,,,,900,g,3,개,29940,0,0,,,[그린너트] 리얼넛츠 오리진 25g 25입 4세트
동원 참치액 진 500gx3개,고춧가루/액젓,,,,,,,,,500,g,3,개,17940,0,0,,,[대명상사]임산물세트 3호 (호두/잣) (호두살 190g× 2상자 )+ (잣 200g x 2상자)
하루미 불닭로제 떡볶이 양념 4개 + 양반 떡볶이떡 320g,기타양념,,,,,,,,,320,g,,,9900,0,0,,,햇살 담은 초록사과 가정용 1.5kg이내/소과 [D]
비비드키친 저칼로리 데리야끼소스 285g x 4개,기타양념,,,,,,,,,285,g,4,개,13600,0,0,,,[GB] 국내산 아오리사과 가정용 5kg/17-22과내외/중
동원홈푸드 비비드키친 저당 제육볶음양념 250g x 2개,기타양념,,,,,,,,,250,g,2,개,9900,0,0,,,[더조은] 알뜰 꿀사과 부사사과 5kg 흠과 29-31과
동원 하루미 닭볶음탕양념 500g,기타양념,,,,,,,,,500,g,,,4480,0,0,,,[더조은] 경북 부사 꿀사과 가정용 3kg 15-18과
동원 참치액 진 240g,동원참치액,,,,,,,,,240,g,,,3980,0,0,,,[푸른들] 경북 사과 소과 4kg (22-25과)
동원 참치액 진 2kgx3개,동원참치액,,,,,,,,,2,kg,3,개,49900,0,0,,,[푸른들] 경북 사과 소과 3kg (16-21과)
동원 참치액 진 240gx3병,동원참치액,,,,,,,,,240,g,3,병,11940,0,0,,,[푸른들] 경북 사과 소과 2kg (11-13과)
동원 참치액 순 900gx3개,동원참치액,,,,,,,,,900,g,3,개,27000,0,0,,,[푸른들] 경북 사과 중과 2kg (9-11과)
동원 참치액 진 900gx3개,동원참치액,,,,,,,,,900,g,3,개,29940,0,0,,,[푸른들] 경북 사과 중대과 10kg (34-38과)
동원 참치액 진 500gx3개,동원참치액,,,,,,,,,500,g,3,개,17940,0,0,,,[푸른들] 경북 사과 중대과 5kg (17-19과)
[4% 적립금] 동원 참치다시 1kgx10개(1박스),분말/액상조미료,,,,,,,,,1,kg,10,개,66000,0,0,,,[농협] 한아름드린 달콤한 꿀 수박 6-7kg(특품)
[4%적립금] 동원 참치다시 2kg x 5개 ( 1박스 ),분말/액상조미료,,,,,,,,,2,kg,5,개,65000,0,0,,,[희망농장] 국내산 머스크 멜론 8kg내외
동원 참치다시 300g,분말/액상조미료,,,,,,,,,300,g,,,6980,0,0,,,[희망농장] 국내산 머스크 멜론 4kg(박스포함중량)
동원 하루미 국물의신 참치링 80g ( 20정),분말/액상조미료,,,,,,,,,80,g,,,6980,0,0,,,[24년 추석] 더 기다림 자연맛집 청도초당곶감 햇 반건시 프리미엄 명품4호 선물세트 [40개 2.2kg이내]
동원 하루미 국물의신 멸치링 80g (20정),분말/액상조미료,,,,,,,,,80,g,,,6980,0,0,,,[24년 추석] 더 기다림 자연맛집 청도초당곶감 햇 반건시 프리미엄 명품12호 선물세트 [20개 1.5kg이내]
[4% 적립금] 동원 참치다시 300gx30개 ( 1박스),분말/액상조미료,,,,,,,,,300,g,30,개,89000,0,0,,,[해울림] 곶감 선물세트 7호_곶감20과_과당45~50g+아몬드300g+호두200g+캐슈넛300g
동원 참치다시 2kg,분말/액상조미료,,,,,,,,,2,kg,,,26980,0,0,,,[해울림] 곶감 선물세트 실속 2호
[2+2] 동원 참치액 순 900g,분말/액상조미료,,,,,,,,,900,g,,,25960,0,0,,,이음곶감 반건시 명품 7호 선물세트[반건시 65g~75g내외 30입 2.2kg미만]
동원 참치액 순 900gx3개,분말/액상조미료,,,,,,,,,900,g,3,개,27000,0,0,,,이음곶감 반건시 명품 4호 선물세트[반건시 40g~45g내외 40입 1.8kg미만]
식자재 아울렛 동원홈푸드 파마산블렌드 227g,찹쌀가루/전분/기타가루,,,,,,,,,227,g,,,7190,0,0,,,[하늘농가]순수국산 건도라지 50gX2팩
